Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
,,,,['recVlRSQu8j6fgtXt'],,,Ahooga Folding Bike - Push/Light+,,
,,,,['recngYRnZi99n2OHp'],,,BIKE SHIPPING SE,,
1,Belgium,14/03/2019,14/03/2019,,Klickfix Stem/Caddy,14/03/2019,414096,14/03/2019,AGU
1,Belgium,22/02/2019,22/02/2019,,Multitool Brooks,22/02/2019,BR2016,22/02/2019,NOWCOMPANY
1,Belgium,22/06/2019,22/06/2019,,Maintenance Pack : BASIC,22/06/2019,SAV Basic,22/06/2019,
1,Belgium,13/06/2019,13/06/2019,,The Poeple Poncho BLACK,13/06/2019,POEPLE PONCHO,13/06/2019,POEPLE PON
1,Belgium,24/01/2019,24/01/2019,,BEBAT Main battery,24/01/2019,BEBAT1,24/01/2019,
,,,,['rec0qZwgnvfLLujMu'],,,Ahooga Folding Bike - Power+ - RAL 4007 glossy (delivery Q1 2019),,
1,Belgium,24/04/2019,24/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,24/04/2019,AH-FOL-HYB COMFORT,24/04/2019,
1,Belgium,18/04/2019,18/04/2019,,FINN,18/04/2019,129426,18/04/2019,AGU
2,Belgium,22/05/2019,22/05/2019,,BIKE SHIPPING BE,22/05/2019,SHIPPING BE,22/05/2019,DPD
1,Belgium,11/05/2019,11/05/2019,,Ahooga Battery Charger,11/05/2019,A1-4006,11/05/2019,UBW
1,Belgium,08/05/2019,08/05/2019,,BEBAT Lights,08/05/2019,BEBAT2,08/05/2019,
1,Germany,04/06/2019,04/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),04/06/2019,AH-MOD-36V-8S,04/06/2019,
,,,,['recYJjGiJ19cGQb6I'],,,Ahooga Folding Bike - Power+ - (10-12 weeks),,
1,Belgium,11/02/2019,11/02/2019,,BIKE SHIPPING BE,11/02/2019,SHIPPING BE,11/02/2019,DPD
1,Belgium,03/04/2019,03/04/2019,,Breaks adjustment,03/04/2019,SAV Breaks Adjustment,03/04/2019,
1,Belgium,16/02/2019,16/02/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,16/02/2019,AH-FOL-HYB COMFORT,16/02/2019,
,,,,['recK6gNyEBFXLAAm9'],,,SHIPPING BIKE SE,,
1,Belgium,26/07/2019,26/07/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",26/07/2019,AH-MOD-ACC-RACK-PACK-50kg,26/07/2019,
2,Belgium,12/07/2019,12/07/2019,,Schwalbe Marathon Plus,12/07/2019,A1-2011,12/07/2019,UBW
,,,,['rec4bFVLAFuH46IE5'],,,Ahooga Folding Bike - Hybrid/Light+ - Black,,
1,Belgium,22/06/2019,22/06/2019,,Ahooga 1 Chain,22/06/2019,A1-5004,22/06/2019,UBW
,,,,['recEiqnzoCPlnw0wZ'],,,Sturmey Archer Pedalier,,
1,Belgium,31/07/2019,31/07/2019,,BEBAT Lights,31/07/2019,BEBAT2,31/07/2019,
,,,,['recM4YNreiB7zCdBm'],,,Riser handlebar 20mm,,
,,,,['recKEulNvtUybKAEL'],,,Helmet TorchT2 Yellow,,
1,Belgium,05/03/2019,05/03/2019,,Abus Lock Iven 8210/110,05/03/2019,303647,05/03/2019,AGU
,,,,['recarcOWnhWujLnuS'],,,"eBike caliper kojak + 4,4Ah batteryCHROME GLOSSY, dark grey decal, black grip and saddle LIGHT+Configuration (RRP 2499)",,
,,,,['recjOOE9fGYJOJQyT'],,,CUSTOM COLOR 3000 matt,,
1,Belgium,03/05/2019,03/05/2019,,Labor,03/05/2019,SER-LAB,03/05/2019,Ahooga Sprl
,,,,['reca3dbDnsctTUoNF'],,,"eBike caliper marathon+ 4,4Ah batteryWHITE MAT, dark grey decal, brown grip and saddle",,
,,,,['recHB5pFcvKTqBz9i'],,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks)- sortie de ligne wk 38,,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,27/06/2019,AH-FOL-HYB COMFORT,27/06/2019,
2,Belgium,25/03/2019,25/03/2019,,Transport Bag,25/03/2019,TRANSPORT BAG,25/03/2019,RADICAL DESIGN
1,Belgium,01/08/2019,01/08/2019,['recTnQmTEOBDrNM0H'],Shopper Comfort Mini Black,01/08/2019,Shopper Comfort Mini Black,01/08/2019,AGU
1,France,01/07/2019,01/07/2019,,Hybrid Battery 24V/4.4Ah OCCASION,01/07/2019,AH-FOL-HYB-BAT-24V-4.4AH OCCASION,01/07/2019,Greenway
35,Belgium,27/06/2019,27/06/2019,,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,27/06/2019,AH-FOL-PUSH COMFORT,27/06/2019,
1,Belgium,28/02/2019,28/02/2019,,Ahooga Battery Charger,28/02/2019,A1-4006,28/02/2019,UBW
1,Belgium,21/06/2019,21/06/2019,,Abus Lock Bordo BIG 6000/120,21/06/2019,303721,21/06/2019,AGU
1,Belgium,18/06/2019,18/06/2019,,VINCITA BLACK Bag,18/06/2019,IAG-B207AH-BL-REV1,18/06/2019,
1,Belgium,12/04/2019,12/04/2019,,Selle Royal Scientia R3,12/04/2019,Scientia R3,12/04/2019,SELLE ROYAL
1,Belgium,12/02/2019,12/02/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,12/02/2019,AH-FOL-HYB COMFORT,12/02/2019,
1,Belgium,24/04/2019,24/04/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,24/04/2019,AH-FOL-HYB COMFORT,24/04/2019,
1,Belgium,01/03/2019,01/03/2019,,BEBAT Main battery,01/03/2019,BEBAT1,01/03/2019,
1,Belgium,06/07/2019,06/07/2019,,Klickfix Stem/Caddy,06/07/2019,414096,06/07/2019,AGU
1,Belgium,13/06/2019,13/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",13/06/2019,AH-MOD-ACC-RACK-PACK-50kg,13/06/2019,
1,Belgium,17/07/2019,17/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),17/07/2019,AH-FOL-POW,17/07/2019,
1,Belgium,15/03/2019,15/03/2019,,Rear Carrier for Ahooga Folding B i k e,15/03/2019,AH-POW-ACC-CARRIER,15/03/2019,
,,,,['recj4PDLcIDspD2Y7'],,,FINN (smartphone holder),,
1,Belgium,25/06/2019,25/06/2019,,BEBAT Lights,25/06/2019,BEBAT2,25/06/2019,
,,,,['recoInfaoIBt17qaH'],,,ABUS Bordo Ugrip 5700/80,,
1,Belgium,14/06/2019,14/06/2019,,BEBAT Main battery,14/06/2019,BEBAT1,14/06/2019,
1,Belgium,13/06/2019,13/06/2019,,AGU GLOVES ESSENTIAL WINDPROOF HIVIS  - Taille S,13/06/2019,46540803,13/06/2019,AGU
,,,,['recDWYhacFRFVghw6'],,,Saddle GEL cover L (comfy saddle),,
1,Belgium,27/06/2019,27/06/2019,,Shipping BE Modular,27/06/2019,SHIPPING-BE-MOD,27/06/2019,
,,,,['recyP0xlOLk56yMqh'],,,Klickfix Extender,,
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
3,Belgium,25/07/2019,25/07/2019,,BEBAT Main battery,25/07/2019,BEBAT1,25/07/2019,
1,Belgium,25/02/2019,25/02/2019,,Twist & Lock,25/02/2019,AH-FOL-TWISTANDLOCK,25/02/2019,UBW ZRT
1,Belgium,08/06/2019,08/06/2019,,Klickfix Stem/Caddy,08/06/2019,414096,08/06/2019,AGU
1,Belgium,13/05/2019,13/05/2019,,Small Goods Shipping,13/05/2019,SHIPPING SMALL PARCEL,13/05/2019,DPD
1,Luxembourg,09/04/2019,09/04/2019,,Rear Carrier for Ahooga Folding B i k e,09/04/2019,AH-POW-ACC-CARRIER,09/04/2019,
3,Germany,04/01/2019,04/01/2019,,Cycl wing lights pair (NOT AVAILABLE ANYMORE),04/01/2019,WING LIGHTS,04/01/2019,
1,Belgium,27/05/2019,27/05/2019,,BEBAT Main battery,27/05/2019,BEBAT1,27/05/2019,
1,Belgium,27/04/2019,27/04/2019,,chain KETTE KMC X8 EPT ANTIROST 116GL.MIT VERSCHLUSSGLIE,27/04/2019,0.334.063/5,27/04/2019,HARTJE
1,Belgium,19/07/2019,19/07/2019,,Ahooga 1 Cassette,19/07/2019,A1-5003,19/07/2019,UBW ZRT
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
1,France,06/03/2019,06/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,06/03/2019,AH-FOL-HYB ESS,06/03/2019,
1,Belgium,28/03/2019,28/03/2019,,FINN,28/03/2019,129426,28/03/2019,AGU
1,Germany,04/01/2019,04/01/2019,,Hybrid Battery 24V/7Ah UPGRADE,04/01/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,04/01/2019,UBW ZRT
7,Belgium,04/06/2019,04/06/2019,,BEBAT Main battery,04/06/2019,BEBAT1,04/06/2019,
1,France,14/03/2019,14/03/2019,,Ahooga 1 Elec Display,14/03/2019,A1-4002,14/03/2019,UBW ZRT
,,,,['recrYBE4i1cqOoDmX'],,,SMALL Wheel + screws,,
,,,,['recm7wgnrStpYpbNy'],,,AH1 Bumper Urethane,,
-1,Belgium,18/04/2019,18/04/2019,,BROWN SPORTY Saddle,18/04/2019,A1-7008,18/04/2019,UBW
1,Belgium,04/04/2019,04/04/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,04/04/2019,AH-FOL-HYB STYLE,04/04/2019,
1,Belgium,28/05/2019,28/05/2019,,BEBAT Main battery,28/05/2019,BEBAT1,28/05/2019,
1,Belgium,04/01/2019,04/01/2019,,BIKE SHIPPING BE,04/01/2019,SHIPPING BE,04/01/2019,DPD
,,,,['recCBpJc42K6qiStb'],,,B i k e stand - support vélo &quot;Rock&#039; n&#039; Roll&quot; (Contec),,
,,,,['rec9Xumy9SXUqVqzd'],,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue &gt; Changé en Anthracite STOCK 16-193,,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),27/06/2019,AH-MOD-36V-8S,27/06/2019,
1,Belgium,02/03/2019,02/03/2019,,HYBRID CUSTOM COLOR -  OMG Silver (6-10 weeks),02/03/2019,AH-FOL-COLOR CUSTOM  CHROME,02/03/2019,
1,Belgium,20/06/2019,20/06/2019,,BEBAT Lights,20/06/2019,BEBAT2,20/06/2019,
1,Belgium,30/01/2019,30/01/2019,,MODULAR Ortlieb back ROLLER CITY (PAIR) 40L,30/01/2019,ORTLIEB-BIG - F5002,30/01/2019,JAcobsons
1,Belgium,26/03/2019,26/03/2019,,chain KETTE KMC X8 EPT ANTIROST 116GL.MIT VERSCHLUSSGLIE,26/03/2019,0.334.063/5,26/03/2019,HARTJE
1,Belgium,02/07/2019,02/07/2019,,"""String"" 10 x 1000 mm (Black) - MODULAR carrier",02/07/2019,0.338.768/5,02/07/2019,HARTJE
1,Belgium,12/07/2019,12/07/2019,,Pump Race Rocket HP GOLD,12/07/2019,TO6029.GLD,12/07/2019,NOWCOMPANY
1,Luxembourg,16/03/2019,16/03/2019,,Ahooga Battery Charger,16/03/2019,A1-4006,16/03/2019,UBW
1,Belgium,28/03/2019,28/03/2019,,Ahooga Battery Charger,28/03/2019,A1-4006,28/03/2019,UBW
1,Belgium,07/06/2019,07/06/2019,,VINCITA BLACK Bag,07/06/2019,IAG-B207AH-BL-REV1,07/06/2019,
1,Luxembourg,30/06/2019,30/06/2019,,SHIPPING BIKE LU,30/06/2019,SHIPPING LU,30/06/2019,DPD
,,,,['recTQsO9NrnZ9L9qw'],,,Twist and Lock,,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),27/06/2019,AH-MOD-36V-8S,27/06/2019,
1,Belgium,21/06/2019,21/06/2019,,Custom color,21/06/2019,AH-POW-COL,21/06/2019,
,,,,['rec2c2qyuVCZ2ezL5'],,,Custom Color (6-10 weeks) : RAL 7016,,
1,Belgium,30/06/2019,30/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),30/06/2019,AH-FOL-POW,30/06/2019,
1,Belgium,26/04/2019,26/04/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),26/04/2019,AH-FOL-DISC BRAKE,26/04/2019,
1,Belgium,30/07/2019,30/07/2019,,Pump Joeblow Max HP BLACK,30/07/2019,TO6079.BLK,30/07/2019,NOWCOMPANY
1,Belgium,01/08/2019,01/08/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,01/08/2019,AH-FOL-HYB STYLE,01/08/2019,
1,Belgium,27/06/2019,27/06/2019,,LOCATION 1 DAY,27/06/2019,LOC1DAY,27/06/2019,Ahooga Sprl
1,Belgium,26/03/2019,26/03/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,26/03/2019,AH-FOL-PUSH ESS,26/03/2019,
,,,,['rec2cNDFCMGZqi1q1'],,,Custom Color (6-10 weeks) JAW DROP CHARCOAL,,
1,Belgium,18/06/2019,18/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,18/06/2019,AH-FOL-HYB COMFORT,18/06/2019,
1,Belgium,30/06/2019,30/06/2019,,Ortlieb front ROLLER CITY (PAIR) 25L,30/06/2019,ORTLIEB SMALL - F6002,30/06/2019,
,,,,['recRozrCFxBBIdTIW'],,,Custom Color (6-10 weeks) BALCK MATT,,
,,,,['recGbmCacijID2rjK'],,,Shipping NL Modular,,
1,Germany,24/04/2019,24/04/2019,,Ahooga 1 Elec Display,24/04/2019,A1-4002,24/04/2019,UBW ZRT
,,,,['rec5xhYXg8Ascg2yz'],,,Ortlieb front ROLLER CITY,,
1,Belgium,26/06/2019,26/06/2019,,Mirror,26/06/2019,901/1,26/06/2019,BUSCH &amp; MULLER
1,Belgium,05/07/2019,05/07/2019,,Maintenance Pack : BASIC,05/07/2019,SAV Basic,05/07/2019,
1,Belgium,25/06/2019,25/06/2019,,BEBAT Main battery,25/06/2019,BEBAT1,25/06/2019,
1,Belgium,15/07/2019,15/07/2019,,POWER CUSTOM COLOR -  Vintage Green (6-10 weeks),15/07/2019,AH-FOL-POW COLOR CUSTOM  RAL 6021 GLOSSY,15/07/2019,
2,Belgium,27/05/2019,27/05/2019,,Ahooga Battery Charger,27/05/2019,A1-4006,27/05/2019,UBW
1,Belgium,20/03/2019,20/03/2019,,Knog Plus Twinpack,20/03/2019,KN420,20/03/2019,NOWCOMPANY
1,Belgium,11/04/2019,11/04/2019,,Ahooga 1 Elec Display,11/04/2019,A1-4002,11/04/2019,UBW ZRT
1,Belgium,31/05/2019,31/05/2019,,Modular Heads UP,31/05/2019,AH-MOD-ACC-HEADS UP,31/05/2019,BLB
1,France,25/01/2019,25/01/2019,,Custom color,25/01/2019,AH-POW-COL,25/01/2019,
1,Belgium,01/07/2019,01/07/2019,,Ahooga 1 Seatpost Clamp,01/07/2019,A1-7004,01/07/2019,UBW
,,,,['recMkmm9MuOaKXWhJ'],,,Ahooga Sweat-Shirt (L),,
,,,,['recGI724Wt5lgCYwO'],,,Otton Poncho GREY M,,
1,Belgium,30/07/2019,30/07/2019,,Ahooga 1 Inner Tire,30/07/2019,A1-2012,30/07/2019,AGU
1,Belgium,05/06/2019,05/06/2019,,Small Goods Shipping,05/06/2019,SHIPPING SMALL PARCEL,05/06/2019,DPD
1,Luxembourg,30/06/2019,30/06/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,30/06/2019,AH-FOL-PUSH ESS,30/06/2019,
1,Belgium,03/07/2019,03/07/2019,,Maintenance Pack: BASIC+,03/07/2019,SAV Basic+,03/07/2019,
1,Belgium,25/06/2019,25/06/2019,,Ahooga Battery Charger,25/06/2019,A1-4006,25/06/2019,UBW
1,Belgium,12/06/2019,12/06/2019,,Hybrid Battery 24V/4.4Ah,12/06/2019,AH-FOL-HYB-BAT-24V-4.4AH,12/06/2019,Greenway
1,Belgium,04/06/2019,04/06/2019,,Abus Lock Bordo BIG 6000/120,04/06/2019,303721,04/06/2019,AGU
1,Belgium,03/04/2019,03/04/2019,,Ahooga 1 Brake Cable Rear - 2000 mm,03/04/2019,A1-3006,03/04/2019,UBW ZRT
,,,,['recSJDv9S1w0pkJgG'],,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks) - out of production line WK 38,,
1,Belgium,24/07/2019,24/07/2019,,Riser handlebar 70mm,24/07/2019,AH-MOD-ACC-RIS70,24/07/2019,
,,,,['recAG9UPGVdDyBBd2'],,,Ahooga Modular Bike - 36V - 3S (10 weeks) (LARGE R3 SADDLE),,
1,Belgium,28/03/2019,28/03/2019,,LOCATION 1 SEMAINE,28/03/2019,LOC1WEEK,28/03/2019,Ahooga Sprl
1,Belgium,20/07/2019,20/07/2019,,Phonebag M Klickfix,20/07/2019,414109,20/07/2019,AGU
1,Belgium,16/01/2019,16/01/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,16/01/2019,AH-FOL-HYB COMFORT,16/01/2019,
1,Belgium,22/02/2019,22/02/2019,,Klickfix Stem/Caddy,22/02/2019,414096,22/02/2019,AGU
1,Belgium,13/05/2019,13/05/2019,,BEBAT Lights,13/05/2019,BEBAT2,13/05/2019,
1,Belgium,18/01/2019,18/01/2019,,Shopper Plus BLACK,18/01/2019,0300bs,18/01/2019,AGU
,,,,['recdj7ed4TwgqbFZo'],,,Ahooga Folding Bike - Power+(delivery Q1 2019),,
1,Belgium,03/07/2019,03/07/2019,,Ahooga Battery Charger,03/07/2019,A1-4006,03/07/2019,UBW
,,,,['rec1stdvwUczlh29X'],,,"Ahooga Modular Bike - 36V - 1S (6-10 weeks) - Space Saver pack, mudguards &amp; lights not included",,
1,Belgium,14/06/2019,14/06/2019,,Klickfix Stem/Caddy,14/06/2019,414096,14/06/2019,AGU
1,Belgium,01/08/2019,01/08/2019,,City Handlebar,01/08/2019,AH-MOD-CITY,01/08/2019,
1,Belgium,09/03/2019,09/03/2019,,Ahooga 1 Rear Wheel Mechanical,09/03/2019,A1-2019,09/03/2019,UBW ZRT
1,Belgium,29/05/2019,29/05/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",29/05/2019,AH-MOD-ACC-RACK-PACK-50kg,29/05/2019,
1,Belgium,18/07/2019,18/07/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,18/07/2019,AH-FOL-HYB STYLE,18/07/2019,
1,Belgium,29/05/2019,29/05/2019,,BLACK COMFY Saddle,29/05/2019,A1-7007,29/05/2019,UBW
,,,,['recJIXJszSu5ehBeC'],,,"Front &amp; Rear Carriers (incl pegs, cushion, stand)",,
1,Belgium,01/08/2019,01/08/2019,,Vario Rack,01/08/2019,414071,01/08/2019,AGU
1,Belgium,24/07/2019,24/07/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),24/07/2019,AH-MOD-36V-8S,24/07/2019,
1,Belgium,25/06/2019,25/06/2019,,BIKE SHIPPING BE,25/06/2019,SHIPPING BE,25/06/2019,DPD
1,Belgium,13/05/2019,13/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),13/05/2019,AH-FOL-POW,13/05/2019,
1,Belgium,30/01/2019,30/01/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,30/01/2019,AH-FOL-HYB COMFORT,30/01/2019,
1,Belgium,06/06/2019,06/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,06/06/2019,AH-FOL-HYB COMFORT,06/06/2019,
1,Germany,04/06/2019,04/06/2019,,BIKE SHIPPING DE,04/06/2019,SHIPPING DE,04/06/2019,DPD
1,Belgium,04/06/2019,04/06/2019,,BIKE SHIPPING BE,04/06/2019,SHIPPING BE,04/06/2019,DPD
1,Belgium,29/05/2019,29/05/2019,,Extra long seatpost,29/05/2019,AH-FOL-XL SEATPOST,29/05/2019,
1,Belgium,17/01/2019,17/01/2019,,Warranty extension MOD (+2 years on components),17/01/2019,AH-MOD-WAR2,17/01/2019,
1,Belgium,28/01/2019,28/01/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,28/01/2019,AH-FOL-HYB COMFORT,28/01/2019,
1,Belgium,31/05/2019,31/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),31/05/2019,AH-FOL-POW,31/05/2019,
2,Belgium,04/01/2019,04/01/2019,,Brake Pads pair - KOOL STOP,04/01/2019,AHO-SPARE-PAD,04/01/2019,
,,,,['recvHO9JLaX7ZJYJV'],,,ABUS Bordo Ugrip 5700/80 (cadenas),,
1,Belgium,26/03/2019,26/03/2019,,Ahooga 1 Mini Bumper,26/03/2019,A1-1005,26/03/2019,UBW ZRT
,,,,['recCnMes7UBPk1qoc'],,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal + Disc Brakes,,
,,,,['recbFzXgNyRs2sJ2D'],,,Ahooga 1 DISC Fork - brushed aluminium,,
1,Belgium,06/06/2019,06/06/2019,,Reconditioning 24V from 4.4Ah to 8.7Ah (transport included),06/06/2019,AH-FOL-HYB-DOCTI 24V 4.4 Ah to 8.7AH,06/06/2019,
1,Belgium,31/05/2019,31/05/2019,,Riser handlebar 70mm,31/05/2019,AH-MOD-ACC-RIS70,31/05/2019,
,,,,['recO4fhPPBtD4JfVF'],,,Upgrade selle Royale,,
-1,Belgium,07/06/2019,07/06/2019,,Standard Folding Pedals PLASTIC,07/06/2019,A1-8005,07/06/2019,UBW
1,Netherlands,23/01/2019,23/01/2019,,Hybrid Battery 24V/4.4Ah,23/01/2019,AH-FOL-HYB-BAT-24V-4.4AH,23/01/2019,Greenway
1,Belgium,09/07/2019,09/07/2019,,BASIL Front Basket “Crate S MIK” (40 * 29 * 21 cm),09/07/2019,AH-MOD-ACC-0.838.029/7,09/07/2019,HARTJE
1,Belgium,12/04/2019,12/04/2019,,LOCATION 1 DAY,12/04/2019,LOC1DAY,12/04/2019,Ahooga Sprl
1,Belgium,03/06/2019,03/06/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,03/06/2019,AH-FOL-HYB ESS,03/06/2019,
,,,,['rec9EfIry74K7GM7h'],,,Abus Lock Iven 8210/110,,
1,Germany,16/01/2019,16/01/2019,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL, decal TBC, grip and saddle TBC  (for Belgium ONLY: BEBAT included)",16/01/2019,Disc eB-M+ 4.4 CUSTOM,16/01/2019,Ahooga Sprl
1,Belgium,18/07/2019,18/07/2019,,Transport Bag,18/07/2019,TRANSPORT BAG,18/07/2019,RADICAL DESIGN
,,,,['recbtG7bkarSJqHaA'],,,Shopper Basket Polka dot,,
1,Belgium,30/06/2019,30/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),30/06/2019,AH-FOL-POW,30/06/2019,
1,Belgium,12/02/2019,12/02/2019,,BEBAT Main battery,12/02/2019,BEBAT1,12/02/2019,
1,Belgium,27/06/2019,27/06/2019,,BEBAT Main battery,27/06/2019,BEBAT1,27/06/2019,
1,France,21/03/2019,21/03/2019,,Ahooga 1 Motor 7 Speed with cable and connector,21/03/2019,A1 4009 DISC,21/03/2019,Keyde
,,,,['recSAVPzawpVxZJll'],,,CUSTOM COLORRAL 4004 matt,,
1,Belgium,13/05/2019,13/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),13/05/2019,AH-FOL-POW,13/05/2019,
1,Belgium,11/07/2019,11/07/2019,,BEBAT Lights,11/07/2019,BEBAT2,11/07/2019,
1,Belgium,15/03/2019,15/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,15/03/2019,AH-FOL-HYB ESS,15/03/2019,
1,Belgium,05/07/2019,05/07/2019,,"Ahooga Modular Bike - 36V - 1S (6-10 weeks) - Space Saver pack, mudguards & lights not included",05/07/2019,AH-MOD-36V-1S,05/07/2019,
1,Belgium,16/05/2019,16/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),16/05/2019,AH-FOL-POW,16/05/2019,
,,,,['rec2TqBLp4xhuorxg'],,,Custom Color (6-10 weeks) - RAL 3024 Glossy - Dark Logo,,
1,Belgium,14/06/2019,14/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,14/06/2019,AH-FOL-HYB COMFORT,14/06/2019,
,,,,['recknUMdzmkzk5u0i'],,,LOCATION 1 SEMAINE,,
1,Belgium,08/03/2019,08/03/2019,,BROWN COMFY Saddle,08/03/2019,A1-7006,08/03/2019,UBW
,,,,['recUbDNqn5abUw5UD'],,,Abus Lock Bordo Granit XPLUS,,
,,,,['recI7L2iqRQjLlxcK'],,,Ahooga Modular Bike - 36V - 8S (delivery Q1 2019)- Riser 2,,
1,Belgium,29/06/2019,29/06/2019,,Finish Line Dry Lube (Teflon Plus) - 4oz (120ml),29/06/2019,FI143,29/06/2019,NOWCOMPANY
1,Belgium,08/03/2019,08/03/2019,,Ahooga 1 Inner Tire,08/03/2019,A1-2012,08/03/2019,AGU
1,Germany,10/05/2019,10/05/2019,,BIKE SHIPPING DE,10/05/2019,SHIPPING DE,10/05/2019,DPD
1,Belgium,27/06/2019,27/06/2019,,BIKE SHIPPING BE,27/06/2019,SHIPPING BE,27/06/2019,DPD
1,Belgium,17/01/2019,17/01/2019,,BEBAT Lights,17/01/2019,BEBAT2,17/01/2019,
1,Belgium,29/05/2019,29/05/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),29/05/2019,AH-MOD-36V-3S,29/05/2019,
1,Portugal,28/01/2019,28/01/2019,,Hybrid Battery 24V/7Ah UPGRADE,28/01/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,28/01/2019,UBW ZRT
1,Belgium,20/03/2019,20/03/2019,,Ahooga 1 Rear E-Wheel without motor,20/03/2019,A1-2020 B,20/03/2019,
1,Belgium,05/07/2019,05/07/2019,,Mirror,05/07/2019,901/1,05/07/2019,BUSCH &amp; MULLER
1,Belgium,24/07/2019,24/07/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),24/07/2019,AH-MOD-36V-8S,24/07/2019,
1,Belgium,22/05/2019,22/05/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),22/05/2019,AH-FOL-DISC BRAKE,22/05/2019,
,,,,['recIzGB3Lz2jDI9M8'],,,"Push Bike caliper marathon+ ANTHRACITE MAT, white decal, black grip and saddle",,
,,,,['rectniFyI0HQneMgK'],,,VINCITA BLACK Bag : garantie,,
1,Belgium,28/03/2019,28/03/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),28/03/2019,AH-FOL-DISC BRAKE,28/03/2019,
1,Belgium,19/06/2019,19/06/2019,,Maintenance Pack: BASIC+,19/06/2019,SAV Basic+,19/06/2019,
,,,,['rec41Vh2btSNMcAKN'],,,Ahooga1 Brake Lever Right,,
1,Belgium,02/04/2019,02/04/2019,,BEBAT Lights,02/04/2019,BEBAT2,02/04/2019,
,,,,['recorjmFAUBXT41bg'],,,AhoogaFront Frame,,
2,Belgium,25/03/2019,25/03/2019,,"Chain ""8sX"" acier inoxydable",25/03/2019,0.334.071/8,25/03/2019,HARTJE
