Actual_quantity,Country,Created_date,Invoice_date,Master_data,Old_SKU_name,Requested_date,SKU_number,Shipped_date,Supplier
,,,,['recRsWkHZdPSm8U8K'],,,"eBike, caliper, Marathon+, 4,4Ah battery, 5020 RAL MAT, decal white, black grips and saddle",,
,,,,['receeFL0lraE72orQ'],,,CUSTOM logo on Custom color (COPPER DECAL),,
1,Belgium,03/06/2019,03/06/2019,,BEBAT Main battery,03/06/2019,BEBAT1,03/06/2019,
1,Belgium,30/04/2019,30/04/2019,,Small Goods Shipping,30/04/2019,SHIPPING SMALL PARCEL,30/04/2019,DPD
1,Belgium,31/05/2019,31/05/2019,,Klickfix Stem/Caddy,31/05/2019,414096,31/05/2019,AGU
1,Belgium,19/01/2019,19/01/2019,,Maintenance Pack : BASIC,19/01/2019,SAV Basic,19/01/2019,
1,Belgium,12/04/2019,12/04/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),12/04/2019,AH-FOL-POW,12/04/2019,
1,Luxembourg,09/04/2019,09/04/2019,,Vario Rack,09/04/2019,414071,09/04/2019,AGU
1,Germany,30/06/2019,30/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),30/06/2019,AH-FOL-POW,30/06/2019,
,,,,['rec82WDOnCNTZSRoI'],,,Chain 8sX acier inoxydable,,
1,Belgium,13/06/2019,13/06/2019,,Small Goods Shipping,13/06/2019,SHIPPING SMALL PARCEL,13/06/2019,DPD
2,Belgium,07/05/2019,07/05/2019,,BEBAT Main battery,07/05/2019,BEBAT1,07/05/2019,
1,Belgium,21/05/2019,21/05/2019,,Abus Lock Iven 8210/110,21/05/2019,303647,21/05/2019,AGU
,,,,['recpfLi4DKoJBXn5n'],,,Ahooga Folding Bike - Push/Comfort+ - Black,,
1,Belgium,30/07/2019,30/07/2019,,Custom Color (6-10 weeks),30/07/2019,AH-FOL-CUSTOM RAL,30/07/2019,
1,Belgium,23/03/2019,23/03/2019,,Hybrid Battery 24V/7Ah UPGRADE,23/03/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,23/03/2019,UBW ZRT
1,Belgium,02/07/2019,02/07/2019,,Modular Heads UP,02/07/2019,AH-MOD-ACC-HEADS UP,02/07/2019,BLB
1,Belgium,17/07/2019,17/07/2019,,Twist & Lock,17/07/2019,AH-FOL-TWISTANDLOCK,17/07/2019,UBW ZRT
1,Belgium,25/07/2019,25/07/2019,,Maintenance Pack : BASIC,25/07/2019,SAV Basic,25/07/2019,
2,Luxembourg,30/04/2019,30/04/2019,,SHIPPING BIKE LU,30/04/2019,SHIPPING LU,30/04/2019,DPD
1,Belgium,25/06/2019,25/06/2019,,Klickfix Stem/Caddy,25/06/2019,414096,25/06/2019,AGU
1,Belgium,20/02/2019,20/02/2019,,Ahooga Folding Bike - Push/Essential - White Sunrise,20/02/2019,AH-FOL-PUSH ESS,20/02/2019,
2,Germany,28/01/2019,28/01/2019,,Vario Rack,28/01/2019,414071,28/01/2019,AGU
1,Belgium,08/06/2019,08/06/2019,,VINCITA BACKPACK,08/06/2019,IAG-B164AH-BL,08/06/2019,
1,Belgium,13/06/2019,13/06/2019,,City Handlebar,13/06/2019,AH-MOD-CITY,13/06/2019,
1,Belgium,17/05/2019,17/05/2019,,Twist & Lock,17/05/2019,AH-FOL-TWISTANDLOCK,17/05/2019,UBW ZRT
,,,,['recKt2wnBofaAyFzz'],,,"DISC eBike marathon+ 4,4Ah battery COPPER MAT, dark grey decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,17/07/2019,17/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),17/07/2019,AH-FOL-POW,17/07/2019,
,,,,['recCdpBe4GITIGD76'],,,CUSTOM COLOR RAL 3026 MAT finish,,
1,Belgium,04/01/2019,04/01/2019,,Blinder Mini Niner Twinpack (20 lumens),04/01/2019,KN362,04/01/2019,NOWCOMPANY
1,United Kingdom,12/04/2019,12/04/2019,,SHIPPING BIKE UK,12/04/2019,SHIPPING UK,12/04/2019,
1,Belgium,05/06/2019,05/06/2019,,Twist & Lock,05/06/2019,AH-FOL-TWISTANDLOCK,05/06/2019,UBW ZRT
1,Belgium,17/07/2019,17/07/2019,,BEBAT Main battery,17/07/2019,BEBAT1,17/07/2019,
1,Belgium,29/05/2019,29/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),29/05/2019,AH-FOL-POW,29/05/2019,
,,,,['recuk8dvDhqF0Oqbo'],,,Tex Lock Eyelet M Black (120cm),,
,,,,['recTCKhVheKxcYdtx'],,,LOCATION 1 DAYS,,
1,Belgium,22/01/2019,22/01/2019,,ABUS Bordo Ugrip 5700/80,22/01/2019,303737,22/01/2019,AGU
1,Belgium,08/03/2019,08/03/2019,,Tyke Toter Child Seat,08/03/2019,TYKETOTER,08/03/2019,Ahooga Sprl
1,Belgium,25/06/2019,25/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),25/06/2019,AH-FOL-POW,25/06/2019,
,,,,['rec9j4lvakFX1QTDV'],,,CUSTOM COLOR (6-10 weeks) RAL 5011 Steel Blue Glossy,,
,,,,['rec2mRtI6mjhbCaob'],,,24V/7Ah OCCASION,,
1,Belgium,18/01/2019,18/01/2019,,"DISC eBike marathon+ 4,4Ah battery ANTHRACITE MAT, white decal, brown grip and saddle (for Belgium ONLY: BEBAT included)",18/01/2019,Disc eB-M+ 4.4 ANTHRACITE,18/01/2019,Ahooga Sprl
1,Belgium,10/07/2019,10/07/2019,,Transport Cover,10/07/2019,TRANSPORT COVER,10/07/2019,RADICAL DESIGN
1,Belgium,10/05/2019,10/05/2019,,Abus Lock Iven 8210/110,10/05/2019,303647,10/05/2019,AGU
1,Belgium,16/05/2019,16/05/2019,,Carrying Handle Farher,16/05/2019,640757,16/05/2019,FAHRER
1,Belgium,28/05/2019,28/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),28/05/2019,AH-FOL-POW,28/05/2019,
1,France,27/06/2019,27/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",27/06/2019,AH-MOD-ACC-RACK-PACK-50kg,27/06/2019,
1,Belgium,20/05/2019,20/05/2019,,"""String"" 10 x 1000 mm (Black) - MODULAR carrier",20/05/2019,0.338.768/5,20/05/2019,HARTJE
,,,,['rec6dTMI1e6rJYCqm'],,,Blinder Mini Niner Twinpack (20 lumens),,
1,Belgium,03/06/2019,03/06/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),03/06/2019,AH-MOD-36V-8S,03/06/2019,
,,,,['recQx1eIBMeOdlSUT'],,,CUSTOM COLORRAL 6025 matt,,
1,Belgium,11/01/2019,11/01/2019,,BEBAT Main battery,11/01/2019,BEBAT1,11/01/2019,
1,Belgium,29/05/2019,29/05/2019,,Maintenance Pack : BASIC,29/05/2019,SAV Basic,29/05/2019,
1,Belgium,16/04/2019,16/04/2019,,Helmet Torch  T2 ORANGE,16/04/2019,TORCH ORANGE,16/04/2019,ROOL IN
1,Belgium,24/07/2019,24/07/2019,,Rear Carrier for Ahooga Folding B i k e,24/07/2019,AH-POW-ACC-CARRIER,24/07/2019,
,,,,['recpnadm350CtBaGE'],,,Ahooga 1 Rear Derailleur,,
1,Belgium,21/05/2019,21/05/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,21/05/2019,AH-FOL-HYB COMFORT,21/05/2019,
1,Belgium,26/07/2019,26/07/2019,,Ortlieb front ROLLER CITY (PAIR) 25L,26/07/2019,ORTLIEB SMALL - F6002,26/07/2019,
1,France,25/01/2019,25/01/2019,,"eBike caliper marathon+ 4,4Ah battery  BLACK GLOSSY, white decal, black grip and saddle  (for Belgium ONLY: BEBAT included)",25/01/2019,eB-C-M+ 4.4 BLACK,25/01/2019,Ahooga Sprl
1,Belgium,12/06/2019,12/06/2019,,Vario Rack,12/06/2019,414071,12/06/2019,AGU
1,Belgium,16/02/2019,16/02/2019,,Vario Rack,16/02/2019,414071,16/02/2019,AGU
1,France,12/06/2019,12/06/2019,,Ahooga 1 Elec Display,12/06/2019,A1-4002,12/06/2019,UBW ZRT
1,Belgium,11/01/2019,11/01/2019,,Extra long seatpost,11/01/2019,AH-FOL-XL SEATPOST,11/01/2019,
1,Belgium,15/03/2019,15/03/2019,,Vario Rack,15/03/2019,414071,15/03/2019,AGU
1,Belgium,25/07/2019,25/07/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",25/07/2019,AH-MOD-ACC-RACK-PACK-50kg,25/07/2019,
1,Belgium,03/07/2019,03/07/2019,,BEBAT Lights,03/07/2019,BEBAT2,03/07/2019,
1,Belgium,08/02/2019,08/02/2019,,Labor,08/02/2019,SER-LAB,08/02/2019,Ahooga Sprl
1,Belgium,24/05/2019,24/05/2019,,Twist & Lock,24/05/2019,AH-FOL-TWISTANDLOCK,24/05/2019,UBW ZRT
1,Belgium,12/02/2019,12/02/2019,,Folding B i k e Disc Brakes Option (6-10 weeks),12/02/2019,AH-FOL-DISC BRAKE,12/02/2019,
1,Belgium,21/02/2019,21/02/2019,,Ahooga 1 Elec Cable SHORT,21/02/2019,A1-4003 short,21/02/2019,UBW
,,,,['rec3HNXGagpbdOMXb'],,,Ahooga 1 Elec Cable SHORT,,
1,Belgium,26/04/2019,26/04/2019,,Upgrade Marathon Plus,26/04/2019,AH-FOL-OPT-MAR+,26/04/2019,
1,Belgium,01/08/2019,01/08/2019,,Pump Joeblow Max HP BLACK,01/08/2019,TO6079.BLK,01/08/2019,NOWCOMPANY
1,Belgium,14/06/2019,14/06/2019,,BEBAT Lights,14/06/2019,BEBAT2,14/06/2019,
1,Belgium,16/07/2019,16/07/2019,,"Ahooga Modular Bike - 36V - 1S (6-10 weeks) - Space Saver pack, mudguards & lights not included",16/07/2019,AH-MOD-36V-1S,16/07/2019,
1,Belgium,04/05/2019,04/05/2019,['recaD8KNcurod08cv'],Transport Bag,04/05/2019,TRANSPORT BAG,04/05/2019,RADICAL DESIGN
2,Belgium,20/05/2019,20/05/2019,,BEBAT Main battery,20/05/2019,BEBAT1,20/05/2019,
,,,,['recu0zjBTd7OtthlE'],,,"eBike caliper kojak 4.4Ah battery RAW ALU, dark grey decal, Carbon saddle, MKS pedals, Ring-a-Bell(for Belgium ONLY: BEBAT included)",,
1,Belgium,04/06/2019,04/06/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),04/06/2019,AH-FOL-POW,04/06/2019,
1,Belgium,17/05/2019,17/05/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),17/05/2019,AH-MOD-36V-8S,17/05/2019,
1,Belgium,17/07/2019,17/07/2019,,BEBAT Main battery,17/07/2019,BEBAT1,17/07/2019,
1,Belgium,21/03/2019,21/03/2019,,Cleaning and transmition setting,21/03/2019,SAV clean,21/03/2019,
1,Belgium,26/03/2019,26/03/2019,,Schwalbe Marathon Plus,26/03/2019,A1-2011,26/03/2019,UBW
1,Germany,17/07/2019,17/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),17/07/2019,AH-FOL-POW,17/07/2019,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Modular Bike - 36V - 3S (10 weeks),27/06/2019,AH-MOD-36V-3S,27/06/2019,
,,,,['recmTmf7IjFEcDGNf'],,,"eBike caliper marathon+ 4,4Ah batteryMONK EDITION, decal TBC, grip and saddle TBC",,
1,Belgium,26/06/2019,26/06/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,26/06/2019,AH-FOL-HYB ESS,26/06/2019,
1,Belgium,02/07/2019,02/07/2019,,VINCITA BACKPACK,02/07/2019,IAG-B164AH-BL,02/07/2019,
,,,,['rec4eOdzIDWTAFsjZ'],,,"DISC eBike marathon+ 4,4Ah battery VINTAGE GREEN GLOSSY, white decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,16/05/2019,16/05/2019,,Selle Royale Scientia M2,16/05/2019,Scientia M2,16/05/2019,SELLE ROYAL
1,Belgium,29/03/2019,29/03/2019,,Ahooga 1 Front Folding Fender incl Fix,29/03/2019,A1-8001,29/03/2019,UBW ZRT
1,Belgium,05/07/2019,05/07/2019,,Replacement REAR inner tire,05/07/2019,SAV REAR INNER TIRE,05/07/2019,
,,,,['reccZwdsYiOCQn2da'],,,Modular RISER 70 HANDELBAR,,
-1,Belgium,15/07/2019,15/07/2019,,Double B i k e Stand for Modular B i k e,15/07/2019,AH-MOD-ACC-DOUBLE-STAND,15/07/2019,
,,,,['rec3xGC4iqejUfyUr'],,,"DISC eBike marathon+ 4,4Ah battery VINTAGE GREEN GLOSSY, white decal, brown grip and saddle(for Belgium ONLY: BEBAT included)",,
,,,,['recvAIKQWlnL0qDEw'],,,BIKE SHIPPING BE,,
1,Belgium,29/04/2019,29/04/2019,,Ahooga 1 Rim,29/04/2019,A1-2007,29/04/2019,UBW
,,,,['rec8URGDUSMHAWLlN'],,,Ahooga 1 REAR e-Wheel 7 Speed Motor,,
1,Belgium,19/03/2019,19/03/2019,,HYBRID CUSTOM COLOR -  OMG Silver (6-10 weeks),19/03/2019,AH-FOL-COLOR CUSTOM  CHROME,19/03/2019,
1,Belgium,09/07/2019,09/07/2019,,Reconditioning 24V from 4.4Ah to 8.7Ah (transport included),09/07/2019,AH-FOL-HYB-DOCTI 24V 4.4 Ah to 8.7AH,09/07/2019,
,,,,['recAzM6NZjR7M5Tt3'],,,Ahooga 1 Front Wheel DISC,,
1,Belgium,26/06/2019,26/06/2019,,BEBAT Main battery,26/06/2019,BEBAT1,26/06/2019,
1,Belgium,24/07/2019,24/07/2019,,Maintenance Pack: BASIC+,24/07/2019,SAV Basic+,24/07/2019,
3,Belgium,15/07/2019,15/07/2019,,BIKE SHIPPING BE,15/07/2019,SHIPPING BE,15/07/2019,DPD
,,,,['rec833MUr746DTgp4'],,,Front &amp; rear carriers (incl stand) for Modular B i k e,,
1,Belgium,13/03/2019,13/03/2019,,Finish Line 1-Step Cleaner & Lubricant - 8oz (235ml Aerosol),13/03/2019,FI254bis,13/03/2019,NOWCOMPANY
1,Belgium,13/07/2019,13/07/2019,,Double B i k e Stand for Modular B i k e,13/07/2019,AH-MOD-ACC-DOUBLE-STAND,13/07/2019,
1,Ireland,02/08/2019,02/08/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,02/08/2019,AH-FOL-HYB COMFORT,02/08/2019,
1,Belgium,08/02/2019,08/02/2019,,Extra long seatpost,08/02/2019,AH-FOL-XL SEATPOST,08/02/2019,
1,Belgium,08/04/2019,08/04/2019,,Helmet Torch - T2 Midnight Edition,08/04/2019,TORCH MIDNIGHT,08/04/2019,ROOL IN
,,,,['rec6rIupSyMO0J3pz'],,,Ahooga Folding Bike - Power+ - Black Glossy (Currently 10-12 weeks),,
,,,,['rec9phs6lpFgXb3NJ'],,,Ahooga Folding Bike - Power+VINTAGE GREEN(6-10 weeks),,
1,Belgium,07/05/2019,07/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),07/05/2019,AH-FOL-POW,07/05/2019,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,27/06/2019,AH-FOL-HYB COMFORT,27/06/2019,
,,,,['recuf300tkzv9M2Cq'],,,Hybrid Battery 24V/4.4Ah OCCASION,,
1,Belgium,27/06/2019,27/06/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,27/06/2019,AH-FOL-HYB COMFORT,27/06/2019,
1,Belgium,26/03/2019,26/03/2019,,HYBRID CUSTOM COLOR - Vintage Blue (6-10 weeks),26/03/2019,AH-FOL-COLOR CUSTOM RAL 6027 GLOSSY,26/03/2019,
1,Netherlands,02/04/2019,02/04/2019,['recKlfmptiZUXmfCe'],Brochures (50),02/04/2019,Brochures,02/04/2019,
1,Belgium,04/06/2019,04/06/2019,,LOCATION 1 SEMAINE,04/06/2019,LOC1WEEK,04/06/2019,Ahooga Sprl
1,Belgium,20/06/2019,20/06/2019,,Maintenance Pack : BASIC,20/06/2019,SAV Basic,20/06/2019,
-1,Belgium,16/04/2019,16/04/2019,,Standard Folding Pedals PLASTIC,16/04/2019,A1-8005,16/04/2019,UBW
1,Belgium,13/05/2019,13/05/2019,,Housing rear brake - 1500 mm,13/05/2019,Housing Rear Brake,13/05/2019,UBW ZRT
1,Belgium,13/03/2019,13/03/2019,,Abus Lock Iven 8210/110,13/03/2019,303647,13/03/2019,AGU
1,Belgium,27/07/2019,27/07/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),27/07/2019,AH-FOL-POW,27/07/2019,
,,,,['recRS4EpiBxWE52AJ'],,,Ahooga Folding Bike - Push/Essential,,
,,,,['rect6dteOx7hkxe2r'],,,Ahooga Folding Bike - Power+ - OMG Silver STOCK 17-062,,
3,Belgium,02/04/2019,02/04/2019,,Ahooga 1 Spoke REAR E-Wheel RIGHT,02/04/2019,A1-2005,02/04/2019,UBW
1,Belgium,28/05/2019,28/05/2019,,BIKE SHIPPING BE,28/05/2019,SHIPPING BE,28/05/2019,DPD
,,,,['recAphTXVJ68d98dY'],,,SHIPPING BIKE Ireland,,
1,Belgium,11/07/2019,11/07/2019,,BEBAT Main battery,11/07/2019,BEBAT1,11/07/2019,
1,Belgium,24/04/2019,24/04/2019,,Helmet Torch  T2 ORANGE,24/04/2019,TORCH ORANGE,24/04/2019,ROOL IN
1,Luxembourg,19/03/2019,19/03/2019,,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,19/03/2019,AH-FOL-HYB COMFORT,19/03/2019,
1,Belgium,19/03/2019,19/03/2019,,Klickfix Stem/Caddy,19/03/2019,414096,19/03/2019,AGU
1,Belgium,28/03/2019,28/03/2019,,Knog Plus Twinpack,28/03/2019,KN420,28/03/2019,NOWCOMPANY
1,Belgium,13/03/2019,13/03/2019,,CUSTOM logo on Custom color (6-10 weeks),13/03/2019,AH-FOL-CUSTOM LOGO ON CUSTOM COLOR,13/03/2019,
1,Belgium,29/07/2019,29/07/2019,,BIKE SHIPPING BE,29/07/2019,SHIPPING BE,29/07/2019,DPD
1,Belgium,27/06/2019,27/06/2019,,BEBAT Lights,27/06/2019,BEBAT2,27/06/2019,
1,Belgium,25/06/2019,25/06/2019,,BEBAT Lights,25/06/2019,BEBAT2,25/06/2019,
,,,,['recBDikFfPtck5bi2'],,,"eBike caliper marathon+ 4,4Ah batteryANTHRACITE MAT, white decal, black grip and saddle(for Belgium ONLY: BEBAT included)",,
1,Belgium,10/07/2019,10/07/2019,,Hybrid Battery 24V/7Ah UPGRADE,10/07/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,10/07/2019,UBW ZRT
1,France,25/06/2019,25/06/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,25/06/2019,AH-FOL-HYB ESS,25/06/2019,
1,Belgium,08/03/2019,08/03/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,08/03/2019,AH-FOL-HYB ESS,08/03/2019,
1,Belgium,20/06/2019,20/06/2019,,BIKE SHIPPING BE,20/06/2019,SHIPPING BE,20/06/2019,DPD
1,Ireland,08/01/2019,08/01/2019,,HYBRID CUSTOM COLOR -  OMG Silver (6-10 weeks),08/01/2019,AH-FOL-COLOR CUSTOM  CHROME,08/01/2019,
1,Belgium,15/02/2019,15/02/2019,,Labor,15/02/2019,SER-LAB,15/02/2019,Ahooga Sprl
1,Belgium,04/06/2019,04/06/2019,,"Front & Rear Carriers (incl pegs, cushion, stand) for Ahooga Modular B i k e",04/06/2019,AH-MOD-ACC-RACK-PACK-50kg,04/06/2019,
,,,,['rec0x45RO4h03Dt4M'],,,Hybrid Battery 24V/7Ah OCCASION,,
1,Belgium,27/05/2019,27/05/2019,,BIKE SHIPPING BE,27/05/2019,SHIPPING BE,27/05/2019,DPD
1,Belgium,10/04/2019,10/04/2019,,Helmet Torch - T2 White,10/04/2019,TORCH WHITE,10/04/2019,ROOL IN
1,Belgium,31/07/2019,31/07/2019,,Backpack SPORT BLACK,31/07/2019,413231,31/07/2019,AGU
,,,,['recmxcHeubSuPX7Xy'],,,Brooks Island Helmet Orange/Grey L,,
,,,,['recFCl3vVghHNa3Uu'],,,MIK Carrier Plate,,
1,Belgium,10/05/2019,10/05/2019,,Hybrid Battery 24V/7Ah UPGRADE,10/05/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,10/05/2019,UBW ZRT
2,Belgium,11/07/2019,11/07/2019,,Ahooga 1 Inner Tire,11/07/2019,A1-2012,11/07/2019,AGU
1,Belgium,20/06/2019,20/06/2019,,Labor,20/06/2019,SER-LAB,20/06/2019,Ahooga Sprl
1,Belgium,08/01/2019,08/01/2019,,"eBike caliper marathon+ 4,4Ah battery  ANTHRACITE MAT, white decal, brown grip and saddle  (for Belgium ONLY: BEBAT included)",08/01/2019,eB-C-M+ 4.4 ANTHRACITE,08/01/2019,Ahooga Sprl
1,Belgium,01/07/2019,01/07/2019,,"Front & rear carriers (incl pegs, cushion and stand) for Modular B i k e",01/07/2019,AH-MOD-ACC-RACK-PACK-30kg,01/07/2019,
1,Belgium,16/05/2019,16/05/2019,,Upgrade to Leather Anatomical Saddle,16/05/2019,AH-POW-LEATHER,16/05/2019,
1,Belgium,01/08/2019,01/08/2019,,BIKE SHIPPING BE,01/08/2019,SHIPPING BE,01/08/2019,DPD
1,France,25/02/2019,25/02/2019,,BROWN COMFY Saddle,25/02/2019,A1-7006,25/02/2019,UBW
,,,,['recNliL4iJWxJRs7h'],,,Custom Color (6-10 weeks) MONK,,
1,Belgium,10/05/2019,10/05/2019,,BIKE SHIPPING BE,10/05/2019,SHIPPING BE,10/05/2019,DPD
,,,,['recagKW6ibitpBB3b'],,,Battery 24V/7Ah,,
1,Belgium,20/03/2019,20/03/2019,,Rear Carrier for Ahooga Folding B i k e,20/03/2019,AH-POW-ACC-CARRIER,20/03/2019,
2,France,10/01/2019,10/01/2019,,BIKE SHIPPING FR,10/01/2019,SHIPPING FR,10/01/2019,DPD
1,Germany,10/05/2019,10/05/2019,,Hybrid Battery 24V/7Ah UPGRADE,10/05/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,10/05/2019,UBW ZRT
1,Belgium,03/06/2019,03/06/2019,,"DISC eBike marathon+ 4,4Ah battery ANTHRACITE MAT, white decal, brown grip and saddle (for Belgium ONLY: BEBAT included)",03/06/2019,Disc eB-M+ 4.4 ANTHRACITE,03/06/2019,Ahooga Sprl
1,Belgium,04/01/2019,04/01/2019,,"Comfy saddle BLACK, Blinder Mini Niner",04/01/2019,COMFORT+ pack (2018) BLACK,04/01/2019,Ahooga Sprl
14,Belgium,27/06/2019,27/06/2019,,Maintenance Pack: BASIC+,27/06/2019,SAV Basic+,27/06/2019,
,,,,['recga9MMLexKQXhcB'],,,CRANE E -NE BELL (CLAMP BAND MOUNT) - BROWN,,
,,,,['reclIBYesJ0p4J8r0'],,,"CUSTOM COLOR RAL 1035 GLOSSY PEARL BEIGE, BLACK DECAL, GRIPS, SADDLE",,
1,Belgium,31/05/2019,31/05/2019,,BEBAT Lights,31/05/2019,BEBAT2,31/05/2019,
,,,,['recxgxrMzgqnKsC8U'],,,Finish Line 1-Step Cleaner &amp;amp; Lubricant - 8oz (235ml Aerosol),,
1,Belgium,01/08/2019,01/08/2019,,BEBAT Lights,01/08/2019,BEBAT2,01/08/2019,
,,,,['recQgUnempkt89R2O'],,,HYBRID CUSTOM COLORRAL 6033 Minturkis,,
1,Belgium,06/02/2019,06/02/2019,,Tyke Toter Child Seat,06/02/2019,TYKETOTER,06/02/2019,Ahooga Sprl
1,France,15/03/2019,15/03/2019,,Ahooga 1 Sleeve,15/03/2019,A1-7001,15/03/2019,UBW ZRT
,,,,['recJrvoDOfKSe0JIQ'],,,Brake Pads pair - KOOL STOP,,
,,,,['recOew1A0AceSJMzW'],,,Hybrid Battery 24V/7Ah,,
1,Belgium,15/02/2019,15/02/2019,,BEBAT Main battery,15/02/2019,BEBAT1,15/02/2019,
,,,,['recoZUpQme9b9Of9W'],,,Backpack SPORT BLACK,,
1,Belgium,05/04/2019,05/04/2019,,Ahooga 1 Inner Tire,05/04/2019,A1-2012,05/04/2019,AGU
1,Belgium,12/04/2019,12/04/2019,,Ahooga Modular Bike - 36V - 8S (4-8 weeks),12/04/2019,AH-MOD-36V-8S,12/04/2019,
1,Belgium,21/05/2019,21/05/2019,,Hybrid Battery 24V/7Ah UPGRADE,21/05/2019,AH-FOL-HYB-BAT-7Ah UPGRADE,21/05/2019,UBW ZRT
1,Sweden,01/07/2019,01/07/2019,,Small Goods Shipping,01/07/2019,SHIPPING SMALL PARCEL,01/07/2019,DPD
1,Belgium,27/04/2019,27/04/2019,,HYBRID CUSTOM COLOR -  Black Sunrise (6-10 weeks),27/04/2019,AH-FOL-COLOR CUSTOM  RAL 9007 GLOSSY,27/04/2019,
,,,,['reccpBE0DiFs39mVl'],,,Klickfix Stem/Caddy (déjà réglé au nom de decamps),,
1,Belgium,12/04/2019,12/04/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),12/04/2019,AH-FOL-POW,12/04/2019,
,,,,['recZQFKn8btm8KV86'],,,Ahooga 1 Rear Folding Fender incl Fix,,
1,Belgium,22/02/2019,22/02/2019,,Small Goods Shipping,22/02/2019,SHIPPING SMALL PARCEL,22/02/2019,DPD
1,Belgium,16/02/2019,16/02/2019,,HYBRID CUSTOM COLOR  - Jaw Drop Charcoal (6-10 weeks),16/02/2019,AH-FOL-COLOR CUSTOM  RAL 7016 MAT,16/02/2019,
1,Belgium,25/06/2019,25/06/2019,,Phonebag M Klickfix,25/06/2019,414109,25/06/2019,AGU
1,Belgium,09/02/2019,09/02/2019,,Ahooga1 Brake Lever Right,09/02/2019,A1-3002,09/02/2019,UBW
1,Germany,06/05/2019,06/05/2019,,Ahooga Folding Bike - Power+ - OMG Silver (Currently 10-12 weeks),06/05/2019,AH-FOL-POW,06/05/2019,
1,Belgium,23/02/2019,23/02/2019,,ABUS Kettingslot 8210/85 Steel-O-Chain IVEN Zwart ART2,23/02/2019,303646,23/02/2019,AGU
,,,,['rec9EypgIbgGVzCKI'],,,Custom Color (6-10 weeks) - White Sunrise,,
1,Belgium,06/06/2019,06/06/2019,,BEBAT Main battery,06/06/2019,BEBAT1,06/06/2019,
1,Germany,22/05/2019,22/05/2019,,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,22/05/2019,AH-FOL-HYB ESS,22/05/2019,
1,Belgium,19/06/2019,19/06/2019,,Maintenance Pack : BASIC,19/06/2019,SAV Basic,19/06/2019,
,,,,['recslLzL7Sv0jth1H'],,,"DISC eBike marathon+ 4,4Ah battery CUSTOM RAL 5020 Glossy, decal White, grip and saddle black(for Belgium ONLY: BEBAT included)",,
1,Belgium,18/06/2019,18/06/2019,,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,18/06/2019,AH-FOL-HYB STYLE,18/06/2019,
1,Belgium,09/01/2019,09/01/2019,,Ahooga Battery Charger,09/01/2019,A1-4006,09/01/2019,UBW
1,Belgium,15/04/2019,15/04/2019,,BEBAT Lights,15/04/2019,BEBAT2,15/04/2019,
1,Belgium,27/07/2019,27/07/2019,,Shopper Plus BLACK,27/07/2019,0300bs,27/07/2019,AGU
1,Belgium,12/06/2019,12/06/2019,,City Handlebar,12/06/2019,AH-MOD-CITY,12/06/2019,
,,,,['rec7pw6sFc3YXkzgd'],,,Ahooga Folding Bike - Hybrid/Comfort+ - dark grey (black saddle and grips),,
