,Actual_quantity,Customer,Product_group,Product_family,Country,New_SKU_Name,Created_date_month,Created_date_year
832,1,UBW,Component,Other,France,Other,2,2019
833,1,,Component,Other,Belgium,Other,5,2019
834,1,UBW ZRT,Component,Other,Belgium,Other,4,2019
835,1,,Component,Other,Belgium,Other,7,2019
836,1,UBW,Component,Other,Belgium,Other,7,2019
837,1,UBW ZRT,Component,Other,Belgium,Other,3,2019
838,1,UBW,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,6,2019
839,3,UBW ZRT,Component,Other,Belgium,Other,4,2019
840,1,Ahooga Sprl,Component,Other,Belgium,Other,2,2019
841,1,,Component,Other,Belgium,Other,2,2019
842,1,,Component,Other,Belgium,Other,4,2019
843,1,DPD,Component,Other,Belgium,Other,7,2019
844,2,DPD,Component,Other,Belgium,Other,5,2019
845,1,UBW ZRT,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,6,2019
846,1,,Component,Other,Belgium,Other,6,2019
847,1,UBW,Component,Other,Belgium,Other,7,2019
848,1,UBW,Component,Other,Belgium,Other,5,2019
849,1,,Component,Other,Belgium,Other,7,2019
850,1,Ahooga Sprl,Component,Other,Belgium,Other,4,2019
851,1,UBW ZRT,Component,Other,Belgium,Other,6,2019
852,1,AGU,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,4,2019
853,1,,Component,Other,Belgium,Other,6,2019
854,1,Humpert,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S,7,2019
855,1,,Component,Other,Belgium,Other,6,2019
856,1,POEPLE PON,Component,Other,Belgium,Other,2,2019
857,1,NOWCOMPANY,Component,Other,Ireland,Other,1,2019
858,1,,Component,Other,Belgium,Other,5,2019
859,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,5,2019
860,2,DPD,Bike,Power 36V,Netherlands,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
861,8,AGU,Component,Other,Belgium,Other,1,2019
862,1,,Component,Other,Belgium,Other,5,2019
863,1,,Component,Other,Belgium,Other,3,2019
864,1,NOWCOMPANY,Component,Other,Belgium,Other,7,2019
865,2,UBW ZRT,Component,Other,Belgium,Other,5,2019
866,1,NOWCOMPANY,Component,Other,Belgium,Other,7,2019
867,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,6,2019
868,1,UBW ZRT,Component,Other,Belgium,Other,5,2019
869,1,AGU,Component,Other,Belgium,Other,7,2019
870,1,,Component,Other,Belgium,Other,7,2019
871,1,UBW,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
872,1,DPD,Component,Other,Belgium,Other,4,2019
873,2,AGU,Component,Other,Belgium,Other,2,2019
874,1,UBW,Component,Other,Belgium,Other,3,2019
875,1,UBW ZRT,Component,Other,Belgium,Other,2,2019
876,1,,Component,Other,Belgium,Other,4,2019
877,1,,Component,Other,Belgium,Other,6,2019
878,1,DPD,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,7,2019
879,1,AGU,Component,Other,Belgium,Other,3,2019
880,1,AGU,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise,2,2019
881,1,SELLE ROYAL,Component,Other,Belgium,Other,6,2019
882,1,HARTJE,Component,Other,Belgium,Other,4,2019
883,1,,Component,Other,Netherlands,Other,6,2019
884,7,Ahooga Sprl,Component,Other,Belgium,Other,1,2019
885,1,,Component,Other,Belgium,Other,6,2019
886,1,,Component,Other,Germany,Other,5,2019
887,1,,Bike,Hybrid 24V,France,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,8,2019
888,1,,Component,Other,Belgium,Other,6,2019
889,1,AGU,Component,Other,Belgium,Other,3,2019
890,1,Ahooga Sprl,Component,Other,Belgium,Other,4,2019
891,1,,Component,Other,Belgium,Other,7,2019
892,1,DPD,Component,Other,Belgium,Other,6,2019
893,2,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,5,2019
894,1,DPD,Component,Other,France,Other,7,2019
895,1,Ahooga Sprl,Bike,Power 36V,Sweden,Ahooga Folding Bike - Power+ - OMG Silver,1,2019
896,1,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,7,2019
897,1,,Component,Other,Belgium,Other,6,2019
898,1,UBW ZRT,Component,Other,Belgium,Other,6,2019
899,1,,Component,Other,Belgium,Other,2,2019
900,1,,Component,Other,Belgium,Other,6,2019
901,1,,Component,Other,Belgium,Other,2,2019
902,1,DPD,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,6,2019
903,1,,Component,Other,Belgium,Other,6,2019
904,1,AGU,Component,Other,Belgium,Other,5,2019
905,1,DPD,Component,Other,Belgium,Other,3,2019
906,1,UBW,Component,Other,France,Other,7,2019
907,1,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise,6,2019
908,1,UBW,Component,Other,Belgium,Other,4,2019
909,1,Weldtite,Component,Other,Belgium,Other,1,2019
910,1,,Component,Other,Belgium,Other,1,2019
911,1,DPD,Component,Other,Belgium,Other,7,2019
912,1,UBW,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,2,2019
913,1,,Component,Other,Belgium,Other,3,2019
914,1,,Component,Other,Belgium,Other,5,2019
915,1,,Component,Other,Belgium,Other,5,2019
916,1,UBW ZRT,Component,Other,United Kingdom,Other,4,2019
917,1,AGU,Component,Other,Belgium,Other,6,2019
918,1,,Component,Other,Belgium,Other,4,2019
919,1,UBW,Component,Other,Belgium,Other,4,2019
920,1,,Component,Other,Belgium,Other,7,2019
921,1,,Component,Other,Belgium,Other,5,2019
922,4,AGU,Component,Other,Belgium,Other,4,2019
923,1,,Component,Other,Germany,Other,6,2019
924,1,NOWCOMPANY,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,4,2019
925,1,,Component,Other,Belgium,Other,8,2019
926,2,HARTJE,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
927,1,,Bike,Hybrid 24V DISC,Belgium,DISC Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,4,2019
928,1,OWLCRAFT,Component,Other,Belgium,Other,4,2019
929,1,,Component,Other,France,Other,3,2019
930,1,,Component,Other,France,Other,6,2019
931,1,,Component,Other,Belgium,Other,6,2019
932,1,,Component,Other,Luxembourg,Other,7,2019
933,1,,Component,Other,Belgium,Other,6,2019
934,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,2,2019
935,1,UBW ZRT,Component,Other,France,Other,3,2019
936,1,AGU,Component,Other,Belgium,Other,2,2019
937,1,,Component,Other,Belgium,Other,5,2019
938,1,,Component,Other,France,Other,6,2019
939,1,,Component,Other,Belgium,Other,4,2019
940,1,AGU,Component,Other,Belgium,Other,7,2019
941,1,UBW ZRT,Component,Other,,Other,7,2019
942,1,,Component,Other,Belgium,Other,6,2019
943,1,,Component,Other,Belgium,Other,7,2019
944,1,AGU,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,4,2019
945,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,6,2019
946,1,NOWCOMPANY,Bike,Power 36V,Spain,Ahooga Folding Bike - Power+ - OMG Silver,2,2019
947,1,BLB,Component,Other,Belgium,Other,7,2019
948,1,,Component,Other,Belgium,Other,7,2019
949,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,7,2019
950,1,,Component,Other,Belgium,Other,5,2019
951,1,UBW ZRT,Component,Other,Belgium,Other,6,2019
952,1,AGU,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,2,2019
953,1,DPD,Component,Other,Belgium,Other,8,2019
954,1,,Component,Other,Luxembourg,Other,3,2019
955,2,,Component,Other,Belgium,Other,2,2019
956,1,UBW,Component,Other,Belgium,Other,5,2019
957,1,UBW,Component,Other,Germany,Other,5,2019
958,1,,Bike,Other,Belgium,Ahooga Modular Bike - Push - 1S,2,2019
959,1,Ahooga Sprl,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,1,2019
960,1,ROOL IN,Component,Other,Belgium,Other,3,2019
961,1,,Component,Other,Belgium,Other,6,2019
962,1,,Component,Other,Belgium,Other,8,2019
963,1,AGU,Component,Other,Belgium,Other,5,2019
964,1,AGU,Component,Other,Belgium,Other,6,2019
965,1,,Component,Other,Belgium,Other,5,2019
966,1,UBW ZRT,Component,Other,Belgium,Other,2,2019
967,1,UBW ZRT,Component,Other,Belgium,Other,7,2019
968,1,,Component,Other,Belgium,Other,6,2019
969,1,,Component,Other,United Kingdom,Other,2,2019
970,1,,Component,Other,Belgium,Other,5,2019
971,2,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,2,2019
972,1,,Component,Other,Belgium,Other,6,2019
973,1,,Component,Other,Belgium,Other,5,2019
974,2,DPD,Component,Other,Belgium,Other,5,2019
975,1,,Component,Other,Belgium,Other,6,2019
976,1,DPD,Component,Other,Belgium,Other,6,2019
977,14,UBW,Component,Other,Belgium,Other,7,2019
978,1,NOWCOMPANY,Component,Other,Belgium,Other,4,2019
979,2,,Component,Other,Belgium,Other,5,2019
980,1,,Component,Other,Belgium,Other,7,2019
981,1,DoctiBike,Component,Other,Belgium,Other,4,2019
982,1,,Component,Other,Belgium,Other,7,2019
983,1,,Component,Other,Belgium,Other,5,2019
984,1,Ahooga Sprl,Component,Other,Belgium,Other,1,2019
985,1,DPD,Component,Other,France,Other,7,2019
986,1,DPD,Component,Other,Belgium,Other,7,2019
987,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
988,1,Ahooga Sprl,Component,Other,Belgium,Other,2,2019
989,1,,Component,Other,Belgium,Other,3,2019
990,1,,Component,Other,Belgium,Other,6,2019
991,1,UBW,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,6,2019
992,1,UBW,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,3,2019
993,1,DPD,Component,Other,Belgium,Other,7,2019
994,1,,Component,Other,Belgium,Other,2,2019
995,1,Greenway,Component,Other,Belgium,Other,4,2019
996,1,,Component,Other,Belgium,Other,4,2019
997,1,,Component,Other,Belgium,Other,5,2019
998,2,RADICAL DESIGN,Component,Other,France,Other,5,2019
999,1,,Component,Other,Belgium,Other,7,2019
1000,1,HARTJE,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,7,2019
1001,1,AGU,Component,Other,Belgium,Other,2,2019
1002,1,,Component,Other,Belgium,Other,7,2019
1003,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,1,2019
1004,1,Ahooga Sprl,Component,Other,Belgium,Other,1,2019
1005,2,RADICAL DESIGN,Component,Other,Germany,Other,1,2019
1006,1,,Component,Other,Luxembourg,Other,4,2019
1007,1,,Component,Other,Belgium,Other,7,2019
1008,1,,Component,Other,Belgium,Other,3,2019
1009,1,,Component,Other,Belgium,Other,6,2019
1010,1,Greenway,Component,Other,Belgium,Other,7,2019
1011,1,DPD,Component,Other,Germany,Other,6,2019
1012,1,,Component,Other,Belgium,Other,6,2019
1013,1,DPD,Component,Other,Belgium,Other,3,2019
1014,1,NOWCOMPANY,Component,Other,Belgium,Other,5,2019
1015,1,,Component,Other,Belgium,Other,5,2019
1016,1,UBW,Component,Other,Belgium,Other,3,2019
1017,1,,Component,Other,Belgium,Other,5,2019
1018,1,AGU,Component,Other,Belgium,Other,3,2019
1019,1,,Component,Other,Belgium,Other,6,2019
1020,1,,Component,Other,Belgium,Other,2,2019
1021,1,AGU,Component,Other,Belgium,Other,3,2019
1022,1,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,5,2019
1023,2,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,3,2019
1024,1,AGU,Component,Other,Belgium,Other,6,2019
1025,1,,Component,Other,Belgium,Other,5,2019
1026,1,,Component,Other,Belgium,Other,6,2019
1027,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,5,2019
1028,1,,Component,Other,Belgium,Other,6,2019
1029,2,DPD,Component,Other,Belgium,Other,6,2019
1030,1,,Component,Other,United Kingdom,Other,6,2019
1031,1,,Component,Other,Belgium,Other,8,2019
1032,1,,Component,Other,Ireland,Other,7,2019
1033,1,DPD,Component,Other,France,Other,6,2019
1034,1,UBW,Component,Other,Belgium,Other,6,2019
1035,1,AGU,Component,Other,Belgium,Other,7,2019
1036,1,,Component,Other,Belgium,Other,4,2019
1037,1,AGU,Component,Other,Belgium,Other,7,2019
1038,1,,Component,Other,Belgium,Other,3,2019
1039,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,8,2019
1040,1,,Component,Other,Belgium,Other,1,2019
1041,1,Ahooga Sprl,Component,Other,Belgium,Other,1,2019
1042,2,,Component,Other,France,Other,7,2019
1043,1,,Component,Other,Belgium,Other,7,2019
1044,1,RADICAL DESIGN,Component,Other,United Kingdom,Other,5,2019
1045,1,DPD,Component,Other,Germany,Other,1,2019
1046,1,DPD,Component,Other,Belgium,Other,8,2019
1047,7,,Component,Other,Belgium,Other,5,2019
1048,1,DPD,Component,Other,Belgium,Other,6,2019
1049,1,,Component,Other,Belgium,Other,6,2019
1050,1,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,4,2019
1051,1,,Component,Other,Belgium,Other,3,2019
1052,1,AGU,Component,Other,Belgium,Other,1,2019
1053,1,RADICAL DESIGN,Component,Other,Germany,Other,1,2019
1054,1,,Component,Other,Belgium,Other,5,2019
1055,1,NOWCOMPANY,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S,5,2019
1056,1,Ahooga Sprl,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,2,2019
1057,1,UBW,Component,Other,Belgium,Other,4,2019
1058,1,,Component,Other,Belgium,Other,3,2019
1059,1,DPD,Component,Other,Germany,Other,2,2019
1060,4,Ahooga Sprl,Component,Other,France,Other,3,2019
1061,1,DPD,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S,7,2019
1062,1,AGU,Component,Other,Belgium,Other,7,2019
1063,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,3,2019
1064,1,AGU,Component,Other,Belgium,Other,3,2019
1065,1,,Component,Other,Belgium,Other,3,2019
1066,1,JAcobsons,Component,Other,Belgium,Other,7,2019
1067,1,AGU,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
1068,1,JAcobsons,Component,Other,Belgium,Other,7,2019
1069,1,UBW ZRT,Component,Other,Belgium,Other,2,2019
1070,1,AGU,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S,5,2019
1071,1,AGU,Component,Other,Belgium,Other,6,2019
1072,1,UBW ZRT,Component,Other,Belgium,Other,3,2019
1073,1,UBW ZRT,Component,Other,Belgium,Other,7,2019
1074,1,UBW,Component,Other,Belgium,Other,1,2019
1075,1,,Bike,Hybrid 24V,Ireland,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,3,2019
1076,1,,Component,Other,Luxembourg,Other,3,2019
1077,1,,Component,Other,Belgium,Other,5,2019
1078,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,1,2019
1079,1,,Component,Other,Belgium,Other,2,2019
1080,1,,Component,Other,Belgium,Other,6,2019
1081,1,AGU,Component,Other,Belgium,Other,6,2019
1082,1,,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Essential - White Sunrise,6,2019
1083,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,5,2019
1084,1,UBW ZRT,Component,Other,Belgium,Other,4,2019
1085,1,UBW,Component,Other,Belgium,Other,1,2019
1086,1,AGU,Component,Other,Belgium,Other,2,2019
1087,1,,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S,7,2019
1088,1,,Component,Other,Belgium,Other,7,2019
1089,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Light+ - All Black,6,2019
1090,1,NOWCOMPANY,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S,5,2019
1091,1,AGU,Component,Other,Belgium,Other,4,2019
1092,1,,Component,Other,Belgium,Other,7,2019
1093,1,,Component,Other,Germany,Other,5,2019
1094,1,,Component,Other,Belgium,Other,5,2019
1095,1,Greenway,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,7,2019
1096,1,,Component,Other,Belgium,Other,7,2019
1097,1,AGU,Component,Other,Belgium,Other,2,2019
1098,3,AGU,Component,Other,Belgium,Other,2,2019
1099,1,UBW,Component,Other,Belgium,Other,5,2019
1100,1,Ahooga Sprl,Component,Other,Belgium,Other,3,2019
1101,1,,Component,Other,Belgium,Other,3,2019
1102,1,Ahooga Sprl,Component,Other,Belgium,Other,1,2019
1103,1,SELLE ROYAL,Component,Other,Belgium,Other,2,2019
1104,1,DPD,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,1,2019
1105,1,,Component,Other,Belgium,Other,4,2019
1106,1,UBW,Component,Other,Belgium,Other,6,2019
1107,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,5,2019
1108,8,,Component,Other,Germany,Other,7,2019
1109,1,ROOL IN,Component,Other,Belgium,Other,2,2019
1110,1,,Component,Other,Belgium,Other,3,2019
1111,1,,Component,Other,France,Other,3,2019
1112,1,UBW ZRT,Component,Other,Belgium,Other,3,2019
1113,1,UBW ZRT,Component,Other,Netherlands,Other,3,2019
1114,3,UBW,Bike,Other,Belgium,Ahooga Modular Bike - Push - 8S,3,2019
1115,1,,Component,Other,Belgium,Other,3,2019
1116,1,DPD,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,7,2019
1117,1,AGU,Component,Other,Belgium,Other,7,2019
1118,1,,Component,Other,Belgium,Other,8,2019
1119,1,Humpert,Component,Other,Germany,Other,6,2019
1120,1,,Component,Other,Belgium,Other,6,2019
1121,1,,Component,Other,Belgium,Other,2,2019
1122,1,NOWCOMPANY,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,3,2019
1123,1,,Component,Other,Belgium,Other,3,2019
1124,1,UBW,Component,Other,Belgium,Other,3,2019
1125,1,,Component,Other,Belgium,Other,6,2019
1126,1,AGU,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 8S,5,2019
1127,1,Ahooga Sprl,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,1,2019
1128,1,NOWCOMPANY,Component,Other,Belgium,Other,2,2019
1129,1,DPD,Component,Other,Belgium,Other,3,2019
1130,1,,Component,Other,France,Other,8,2019
1131,1,UBW,Component,Other,Netherlands,Other,5,2019
1132,1,,Component,Other,Belgium,Other,7,2019
1133,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,8,2019
1134,1,UBW,Component,Other,Belgium,Other,2,2019
1135,1,,Bike,Other,Sweden,Ahooga Modular Bike - 36V - 8S,2,2019
1136,1,,Bike,Push 1.5,Germany,Ahooga Folding Bike - Push/Style+ - Jaw Drop Charcoal,6,2019
1137,1,Ahooga Sprl,Component,Other,Belgium,Other,5,2019
1138,1,,Component,Other,Belgium,Other,2,2019
1139,1,,Component,Other,Luxembourg,Other,5,2019
1140,1,DPD,Component,Other,Germany,Other,5,2019
1141,1,AGU,Component,Other,Belgium,Other,3,2019
1142,1,AGU,Component,Other,Belgium,Other,1,2019
1143,1,RADICAL DESIGN,Component,Other,Belgium,Other,3,2019
1144,1,UBW,Component,Other,Belgium,Other,2,2019
1145,1,DPD,Component,Other,Luxembourg,Other,3,2019
1146,1,DPD,Component,Other,Belgium,Other,7,2019
1147,1,AGU,Component,Other,Belgium,Other,1,2019
1148,1,AGU,Component,Other,Belgium,Other,3,2019
1149,1,,Component,Other,Belgium,Other,6,2019
1150,1,,Component,Other,Belgium,Other,2,2019
1151,1,AGU,Component,Other,Belgium,Other,5,2019
1152,1,,Component,Other,Belgium,Other,5,2019
1153,1,AGU,Component,Other,Belgium,Other,6,2019
1154,1,,Component,Other,Belgium,Other,6,2019
1155,2,UBW ZRT,Component,Other,Belgium,Other,7,2019
1156,1,,Component,Other,Belgium,Other,3,2019
1157,1,,Component,Other,Belgium,Other,5,2019
1158,1,,Component,Other,Belgium,Other,5,2019
1159,1,UBW,Component,Other,Belgium,Other,2,2019
1160,2,DPD,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,5,2019
1161,1,Weldtite,Component,Other,Belgium,Other,4,2019
1162,1,,Component,Other,Belgium,Other,2,2019
1163,2,DPD,Component,Other,Belgium,Other,5,2019
1164,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,6,2019
1165,1,Ahooga Sprl,Component,Other,Belgium,Other,3,2019
1166,1,,Component,Other,Belgium,Other,7,2019
1167,1,,Component,Other,Belgium,Other,3,2019
1168,1,UBW ZRT,Component,Other,Belgium,Other,5,2019
1169,1,UBW,Component,Other,Belgium,Other,1,2019
1170,1,,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S,5,2019
1171,1,HARTJE,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
1172,1,,Component,Other,France,Other,6,2019
1173,1,AGU,Component,Other,Belgium,Other,7,2019
1174,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
1175,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,6,2019
1176,1,DPD,Component,Other,Belgium,Other,6,2019
1177,2,UBW,Component,Other,Belgium,Other,3,2019
1178,4,UBW ZRT,Bike,Hybrid 24V,France,Ahooga Folding Bike - Hybrid/Style+ - Jaw Drop Charcoal,3,2019
1179,2,DPD,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,7,2019
1180,1,NOWCOMPANY,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,4,2019
1181,1,,Component,Other,Belgium,Other,6,2019
1182,1,UBW,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,3,2019
1183,1,,Component,Other,Belgium,Other,6,2019
1184,1,,Component,Other,Belgium,Other,5,2019
1185,1,,Component,Other,Belgium,Other,5,2019
1186,1,,Component,Other,Belgium,Other,7,2019
1187,1,,Bike,Other,Belgium,Ahooga Modular Bike - 30V - 1S,5,2019
1188,1,,Component,Other,Belgium,Other,3,2019
1189,1,,Component,Other,Belgium,Other,3,2019
1190,1,,Component,Other,Belgium,Other,7,2019
1191,1,UBW,Component,Other,Belgium,Other,2,2019
1192,1,,Bike,Power 36V,France,Ahooga Folding Bike - Power+ - OMG Silver,5,2019
1193,1,AGU,Component,Other,Belgium,Other,6,2019
1194,1,UBW ZRT,Component,Other,Belgium,Other,7,2019
1195,1,,Component,Other,United Kingdom,Other,5,2019
1196,5,UBW,Component,Other,Belgium,Other,7,2019
1197,1,,Component,Other,Belgium,Other,5,2019
1198,1,,Component,Other,Belgium,Other,5,2019
1199,1,NOWCOMPANY,Component,Other,Belgium,Other,2,2019
1200,1,,Component,Other,Belgium,Other,2,2019
1201,1,,Component,Other,Belgium,Other,2,2019
1202,1,DPD,Component,Other,Belgium,Other,6,2019
1203,1,HARTJE,Component,Other,Belgium,Other,5,2019
1204,1,,Component,Other,Belgium,Other,6,2019
1205,1,,Component,Other,Belgium,Other,7,2019
1206,1,AGU,Component,Other,Belgium,Other,7,2019
1207,1,UBW ZRT,Component,Other,Belgium,Other,4,2019
1208,1,,Component,Other,Belgium,Other,7,2019
1209,1,UBW,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,3,2019
1210,1,,Bike,Power 36V,Belgium,Ahooga Folding Bike - Power+ - OMG Silver,5,2019
1211,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Comfort+ - Wall Mc Blue,7,2019
1212,3,UBW ZRT,Component,Other,Belgium,Other,1,2019
1213,2,,Component,Other,Belgium,Other,5,2019
1214,1,BUSCH &amp; MULLER,Component,Other,Belgium,Other,6,2019
1215,1,DPD,Component,Other,France,Other,7,2019
1216,1,,Component,Other,Belgium,Other,4,2019
1217,1,,Component,Other,Belgium,Other,7,2019
1218,3,UBW,Component,Other,France,Other,3,2019
1219,1,HARTJE,Component,Other,Belgium,Other,3,2019
1220,1,UBW ZRT,Component,Other,Belgium,Other,1,2019
1221,2,DPD,Component,Other,Belgium,Other,3,2019
1222,1,AGU,Component,Other,Belgium,Other,2,2019
1223,1,UBW,Bike,Other,Belgium,Ahooga ebike caliper Ahooga Hybrid Bike - Copper Brillant/Mar+,7,2019
1224,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,3,2019
1225,5,UBW,Component,Other,Belgium,Other,5,2019
1226,1,UBW,Component,Other,Belgium,Other,3,2019
1227,1,,Component,Other,France,Other,1,2019
1228,1,UBW ZRT,Component,Other,Belgium,Other,4,2019
1229,1,,Component,Other,Belgium,Other,3,2019
1230,1,AGU,Component,Other,Belgium,Other,5,2019
1231,1,,Component,Other,Belgium,Other,5,2019
1232,1,,Component,Other,Belgium,Other,3,2019
1233,1,UBW,Component,Other,Belgium,Other,4,2019
1234,1,DPD,Component,Other,Belgium,Other,3,2019
1235,2,DPD,Component,Other,Belgium,Other,6,2019
1236,1,AGU,Component,Other,Belgium,Other,6,2019
1237,1,UBW,Bike,Other,Belgium,Ahooga Modular Bike - 36V - 3S,3,2019
1238,1,AGU,Component,Other,Belgium,Other,6,2019
1239,1,FAHRER,Component,Other,Belgium,Other,3,2019
1240,2,UBW,Component,Other,Belgium,Other,6,2019
1241,1,,Component,Other,Portugal,Other,1,2019
1242,1,,Component,Other,Belgium,Other,5,2019
1243,1,AGU,Component,Other,Belgium,Other,6,2019
1244,1,AGU,Bike,Push 1.5,Belgium,Ahooga Folding Bike - Push/Comfort+ - Wall Mc Blue,5,2019
1245,1,AGU,Component,Other,Belgium,Other,7,2019
1246,1,,Component,Other,Belgium,Other,5,2019
1247,1,,Component,Other,Belgium,Other,5,2019
1248,1,,Component,Other,Belgium,Other,5,2019
1249,1,,Component,Other,United Kingdom,Other,6,2019
1250,1,,Component,Other,Belgium,Other,6,2019
1251,1,Weldtite,Component,Other,Belgium,Other,6,2019
1252,1,,Bike,Hybrid 24V,Belgium,Ahooga Folding Bike - Hybrid/Essential - White Sunrise,8,2019
1253,1,Ahooga Sprl,Component,Other,Belgium,Other,4,2019
1254,1,,Component,Other,Belgium,Other,4,2019
1255,2,AGU,Component,Other,Belgium,Other,7,2019
